	chembl-id	pot.(log,Ki)	pot.(nMol,Ki)	aromatic_smiles	non_stereo_aromatic_smieles	all-chembl-ids	no.-meas.	pref_name	accession	natoms	core	sub	sub_carbon_replacement	arorings	a_acc	a_don	a_heavy	logP(o/w)	RBC	rings	TPSA	vdw_vol	Weight
748	CHEMBL3685840	9.7	0.2	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4ccccc4[nH]3)C)CC(=O)O	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4ccccc4[nH]3)C)CC(=O)O	CHEMBL3685840	2	G protein-coupled receptor 44	Q9Y5Y4	30.0	Cc1nn(Cc2ccc(NC(=O)[*:1])cc2)c(C)c1CC(=O)O	[1*]c1cc2ccccc2[nH]1	Cc1cc2ccccc2[nH]1	2	0	1	10	2.4059999	0	2	15.79	171.15564	131.17799
749	CHEMBL3685841	9.7	0.2	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4ccc(cc4[nH]3)F)C)CC(=O)O	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4ccc(cc4[nH]3)F)C)CC(=O)O	CHEMBL3685841	2	G protein-coupled receptor 44	Q9Y5Y4	31.0	Cc1nn(Cc2ccc(NC(=O)[*:1])cc2)c(C)c1CC(=O)O	[1*]c1cc2ccc(F)cc2[nH]1	Cc1cc2ccc(F)cc2[nH]1	2	0	1	11	2.596	0	2	15.79	177.24873	149.168
750	CHEMBL3685842	9.7	0.2	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4cc(ccc4[nH]3)F)C)CC(=O)O	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4cc(ccc4[nH]3)F)C)CC(=O)O	CHEMBL3685842	2	G protein-coupled receptor 44	Q9Y5Y4	31.0	Cc1nn(Cc2ccc(NC(=O)[*:1])cc2)c(C)c1CC(=O)O	[1*]c1cc2cc(F)ccc2[nH]1	Cc1cc2cc(F)ccc2[nH]1	2	0	1	11	2.596	0	2	15.79	177.24873	149.168
751	CHEMBL3690172	9.7	0.2	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4ccc(cc4o3)Cl)C)CC(=O)O	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4ccc(cc4o3)Cl)C)CC(=O)O	CHEMBL3690172	2	G protein-coupled receptor 44	Q9Y5Y4	31.0	Cc1nn(Cc2ccc(NC(=O)[*:1])cc2)c(C)c1CC(=O)O	[1*]c1cc2ccc(Cl)cc2o1	Cc1cc2ccc(Cl)cc2o1	2	0	0	11	3.0190001	0	2	13.14	188.32106	166.60699
752	CHEMBL3685864	9.7	0.2	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3ccc(cc3)C(C)(C)C)C)CC(=O)O	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3ccc(cc3)C(C)(C)C)C)CC(=O)O	CHEMBL3685864	2	G protein-coupled receptor 44	Q9Y5Y4	31.0	Cc1nn(Cc2ccc(NC(=O)[*:1])cc2)c(C)c1CC(=O)O	[1*]c1ccc(C(C)(C)C)cc1	Cc1ccc(C(C)(C)C)cc1	1	0	0	11	4.5574999	0	1	0.0	203.80222	148.24899
753	CHEMBL3685838	9.52	0.3	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4cc(ccc4o3)Cl)C)CC(=O)O	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4cc(ccc4o3)Cl)C)CC(=O)O	CHEMBL3685838	2	G protein-coupled receptor 44	Q9Y5Y4	31.0	Cc1nn(Cc2ccc(NC(=O)[*:1])cc2)c(C)c1CC(=O)O	[1*]c1cc2cc(Cl)ccc2o1	Cc1cc2cc(Cl)ccc2o1	2	0	0	11	3.0190001	0	2	13.14	188.32106	166.60699
754	CHEMBL3685844	9.52	0.3	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4ccccc4s3)C)CC(=O)O	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4ccccc4s3)C)CC(=O)O	CHEMBL3685844	2	G protein-coupled receptor 44	Q9Y5Y4	30.0	Cc1nn(Cc2ccc(NC(=O)[*:1])cc2)c(C)c1CC(=O)O	[1*]c1cc2ccccc2s1	Cc1cc2ccccc2s1	2	0	0	10	3.2049999	0	2	0.0	181.13577	148.229
755	CHEMBL3685846	9.4	0.4	CCn1c2ccccc2cc1C(=O)Nc3ccc(cc3)Cn4c(c(c(n4)C)CC(=O)O)C	CCn1c2ccccc2cc1C(=O)Nc3ccc(cc3)Cn4c(c(c(n4)C)CC(=O)O)C	CHEMBL3685846	2	G protein-coupled receptor 44	Q9Y5Y4	32.0	Cc1nn(Cc2ccc(NC(=O)[*:1])cc2)c(C)c1CC(=O)O	[1*]c1cc2ccccc2n1CC	Cc1cc2ccccc2n1CC	2	0	0	12	3.302	1	2	4.9299998	210.75987	159.23199
756	CHEMBL3685836	9.22	0.6	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4cc(ccc4o3)OC)C)CC(=O)O	Cc1c(c(n(n1)Cc2ccc(cc2)NC(=O)c3cc4cc(ccc4o3)OC)C)CC(=O)O	CHEMBL3685836	2	G protein-coupled receptor 44	Q9Y5Y4	32.0	Cc1nn(Cc2ccc(NC(=O)[*:1])cc2)c(C)c1CC(=O)O	[1*]c1cc2cc(OC)ccc2o1	Cc1cc2cc(OC)ccc2o1	2	1	0	12	2.3829999	1	2	22.370001	198.60313	162.188
757	CHEMBL3685834	9.1	0.8	Cc1c2cc(ccc2oc1C(=O)Nc3ccc(cc3)Cn4c(c(c(n4)C)CC(=O)O)C)F	Cc1c2cc(ccc2oc1C(=O)Nc3ccc(cc3)Cn4c(c(c(n4)C)CC(=O)O)C)F	CHEMBL3685834	2	G protein-coupled receptor 44	Q9Y5Y4	32.0	Cc1nn(Cc2ccc(NC(=O)[*:1])cc2)c(C)c1CC(=O)O	[1*]c1oc2ccc(F)cc2c1C	Cc1oc2ccc(F)cc2c1C	2	0	0	12	2.8369999	0	2	13.14	194.03485	164.179
