	chembl-id	pot.(log,Ki)	pot.(nMol,Ki)	aromatic_smiles	non_stereo_aromatic_smieles	all-chembl-ids	no.-meas.	pref_name	accession	natoms	core	sub	sub_carbon_replacement	arorings	a_acc	a_don	a_heavy	logP(o/w)	RBC	rings	TPSA	vdw_vol	Weight
153	CHEMBL2381583	9.22	0.6	C[C@@]12CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]1C(=O)[C@H](C[C@H]2C(=O)OC)OC(=O)CSC#N)C)c4ccoc4	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)CSC#N)C)c4ccoc4	CHEMBL2381583	1	Kappa opioid receptor	P41145	34	COC(=O)[C@@H]1C[C@H]([*:1])C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	[1*]OC(=O)CSC#N	COC(=O)CSC#N	0	2	0	8	0.30000001	2	0	50.09	132.08255	131.155
154	CHEMBL272939	9.0	1.0008	CCOCO[C@H]1C[C@H]([C@@]2(CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]2C1=O)C)c4ccoc4)C)C(=O)OC	CCOCOC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OC	CHEMBL272939	2	Kappa opioid receptor	P41145	32	COC(=O)[C@@H]1C[C@H]([*:1])C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	[1*]OCOCC	COCOCC	0	2	0	6	0.57700002	3	0	18.459999	103.42705	90.122002
155	CHEMBL258098	8.97	1.067708	C[C@@]12CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]1C(=O)[C@H](C[C@H]2C(=O)OC)OCOC)C)c4ccoc4	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OCOC)C)c4ccoc4	CHEMBL258098	2	Kappa opioid receptor	P41145	31	COC(=O)[C@@H]1C[C@H]([*:1])C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	[1*]OCOC	COCOC	0	2	0	5	0.236	2	0	18.459999	84.899574	76.095001
156	CHEMBL212648	8.8	1.6	CCC(=O)N(C)[C@H]1C[C@H]([C@@]2(CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]2C1=O)C)c4ccoc4)C)C(=O)OC	CCC(=O)N(C)C1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OC	CHEMBL212648	1	Kappa opioid receptor	P41145	33	COC(=O)[C@@H]1C[C@H]([*:1])C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	[1*]N(C)C(=O)CC	CN(C)C(=O)CC	0	1	0	7	0.215	1	0	20.309999	122.66431	101.14899
157	CHEMBL271078	8.8	1.6	CC(C)OCO[C@H]1C[C@H]([C@@]2(CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]2C1=O)C)c4ccoc4)C)C(=O)OC	CC(C)OCOC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OC	CHEMBL271078	1	Kappa opioid receptor	P41145	33	COC(=O)[C@@H]1C[C@H]([*:1])C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	[1*]OCOC(C)C	COCOC(C)C	0	2	0	7	1.039	3	0	18.459999	121.95452	104.14899
158	CHEMBL271077	8.72	1.9	C[C@@]12CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]1C(=O)[C@H](C[C@H]2C(=O)OC)OCOCCF)C)c4ccoc4	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OCOCCF)C)c4ccoc4	CHEMBL271077	1	Kappa opioid receptor	P41145	33	COC(=O)[C@@H]1C[C@H]([*:1])C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	[1*]OCOCCF	COCOCCF	0	2	0	7	0.35100001	3	0	18.459999	109.52015	108.112
159	CHEMBL2381584	8.7	2.0	C[C@@]12CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]1C(=O)[C@H](C[C@H]2C(=O)OC)OC(=O)CC(=O)OC)C)c4ccoc4	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)CC(=O)OC)C)c4ccoc4	CHEMBL2381584	1	Kappa opioid receptor	P41145	35	COC(=O)[C@@H]1C[C@H]([*:1])C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	[1*]OC(=O)CC(=O)OC	COC(=O)CC(=O)OC	0	2	0	9	-0.083999999	2	0	52.599998	136.11557	132.11499
160	CHEMBL258285	8.66	2.2	CCCOCO[C@H]1C[C@H]([C@@]2(CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]2C1=O)C)c4ccoc4)C)C(=O)OC	CCCOCOC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OC	CHEMBL258285	1	Kappa opioid receptor	P41145	33	COC(=O)[C@@H]1C[C@H]([*:1])C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	[1*]OCOCCC	COCOCCC	0	2	0	7	1.191	4	0	18.459999	121.95452	104.14899
161	CHEMBL365216	8.64	2.3	C[C@@]12CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]1C(=O)[C@H](C[C@H]2C(=O)OC)OS(=O)(=O)C)C)c4ccoc4	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OS(=O)(=O)C)C)c4ccoc4	CHEMBL365216	1	Kappa opioid receptor	P41145	32	COC(=O)[C@@H]1C[C@H]([*:1])C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	[1*]OS(C)(=O)=O	COS(C)(=O)=O	0	3	0	6	-0.40799999	1	0	43.369999	94.146507	110.133
162	CHEMBL3349979	8.49	3.2	C[C@@]12CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]1C(=O)[C@H](C[C@H]2C(=O)OC)OC(=O)N)C)c4ccoc4	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)N)C)c4ccoc4	CHEMBL3349979	1	Kappa opioid receptor	P41145	31	COC(=O)[C@@H]1C[C@H]([*:1])C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C	[1*]OC(N)=O	COC(N)=O	0	1	1	5	-0.52700001	0	0	52.32	72.644714	75.067001
