	chembl-id	pot.(log,Ki)	pot.(nMol,Ki)	aromatic_smiles	non_stereo_aromatic_smieles	all-chembl-ids	no.-meas.	pref_name	accession	natoms	core	sub	sub_carbon_replacement	arorings	a_acc	a_don	a_heavy	logP(o/w)	RBC	rings	TPSA	vdw_vol	Weight
549	CHEMBL1950776	9.5	0.319248	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5csc6c5cccc6	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5csc6c5cccc6	CHEMBL1950776	7	Serotonin 6 (5-HT6) receptor	P50406	28	Cn1c2c(c3cc(S(=O)(=O)[*:1])ccc31)C1CCC(C2)N1	[1*]c1csc2ccccc12	Cc1csc2ccccc12	2	0	0	10	3.286	0	2	0.0	181.13577	148.229
550	CHEMBL1950775	9.49	0.321245	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5ccc6c(c5)cc[nH]6	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5ccc6c(c5)cc[nH]6	CHEMBL1950775	9	Serotonin 6 (5-HT6) receptor	P50406	28	Cn1c2c(c3cc(S(=O)(=O)[*:1])ccc31)C1CCC(C2)N1	[1*]c1ccc2[nH]ccc2c1	Cc1ccc2[nH]ccc2c1	2	0	1	10	2.4449999	0	2	15.79	171.15564	131.17799
551	CHEMBL3669640	9.48	0.33	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cc6cc[nH]c6c(c5)F	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cc6cc[nH]c6c(c5)F	CHEMBL3669640	2	Serotonin 6 (5-HT6) receptor	P50406	29	Cn1c2c(c3cc(S(=O)(=O)[*:1])ccc31)C1CCC(C2)N1	[1*]c1cc(F)c2[nH]ccc2c1	Cc1cc(F)c2[nH]ccc2c1	2	0	1	11	2.6329999	0	2	15.79	177.24873	149.168
552	CHEMBL1950777	9.21	0.616885	Cn1cc(c2c1cccc2)S(=O)(=O)c3ccc4c(c3)c5c(n4C)CC6CCC5N6	Cn1cc(c2c1cccc2)S(=O)(=O)c3ccc4c(c3)c5c(n4C)CC6CCC5N6	CHEMBL1950777	5	Serotonin 6 (5-HT6) receptor	P50406	29	Cn1c2c(c3cc(S(=O)(=O)[*:1])ccc31)C1CCC(C2)N1	[1*]c1cn(C)c2ccccc12	Cc1cn(C)c2ccccc12	2	0	0	11	2.96	0	2	4.9299998	192.23241	145.205
553	CHEMBL1950774	8.98	1.049024	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5c[nH]c6c5cccc6	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5c[nH]c6c5cccc6	CHEMBL1950774	9	Serotonin 6 (5-HT6) receptor	P50406	28	Cn1c2c(c3cc(S(=O)(=O)[*:1])ccc31)C1CCC(C2)N1	[1*]c1c[nH]c2ccccc12	Cc1c[nH]c2ccccc12	2	0	1	10	2.405	0	2	15.79	171.15564	131.17799
554	CHEMBL3664778	8.92	1.2	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cccc6c5cc[nH]6	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cccc6c5cc[nH]6	CHEMBL3664778	2	Serotonin 6 (5-HT6) receptor	P50406	28	Cn1c2c(c3cc(S(=O)(=O)[*:1])ccc31)C1CCC(C2)N1	[1*]c1cccc2[nH]ccc12	Cc1cccc2[nH]ccc12	2	0	1	10	2.4059999	0	2	15.79	171.15564	131.17799
555	CHEMBL3664740	8.85	1.4	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cccc6c5cccc6	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cccc6c5cccc6	CHEMBL3664740	2	Serotonin 6 (5-HT6) receptor	P50406	29	Cn1c2c(c3cc(S(=O)(=O)[*:1])ccc31)C1CCC(C2)N1	[1*]c1cccc2ccccc12	Cc1cccc2ccccc12	2	0	0	11	3.5948999	0	2	0.0	195.80783	142.201
556	CHEMBL1950760	8.68	2.097957	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cccc(c5)Cl	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cccc(c5)Cl	CHEMBL1950760	9	Serotonin 6 (5-HT6) receptor	P50406	26	Cn1c2c(c3cc(S(=O)(=O)[*:1])ccc31)C1CCC(C2)N1	[1*]c1cccc(Cl)c1	Cc1cccc(Cl)c1	1	0	0	8	2.8329999	0	1	0.0	148.59911	126.586
557	CHEMBL1950762	8.63	2.366903	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cccc(c5)C(F)(F)F	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cccc(c5)C(F)(F)F	CHEMBL1950762	9	Serotonin 6 (5-HT6) receptor	P50406	29	Cn1c2c(c3cc(S(=O)(=O)[*:1])ccc31)C1CCC(C2)N1	[1*]c1cccc(C(F)(F)F)c1	Cc1cccc(C(F)(F)F)c1	1	0	0	11	3.17576	0	1	0.0	166.49908	160.138
558	CHEMBL3664779	8.54	2.9	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cc6cc[nH]c6nc5	Cn1c2ccc(cc2c3c1CC4CCC3N4)S(=O)(=O)c5cc6cc[nH]c6nc5	CHEMBL3664779	2	Serotonin 6 (5-HT6) receptor	P50406	28	Cn1c2c(c3cc(S(=O)(=O)[*:1])ccc31)C1CCC(C2)N1	[1*]c1cnc2[nH]ccc2c1	Cc1cnc2[nH]ccc2c1	2	2	2	10	1.424	0	2	28.68	165.03093	132.166
