	chembl-id	pot.(log,Ki)	pot.(nMol,Ki)	aromatic_smiles	non_stereo_aromatic_smieles	all-chembl-ids	no.-meas.	pref_name	accession	natoms	core	sub	sub_carbon_replacement	arorings	a_acc	a_don	a_heavy	logP(o/w)	RBC	rings	TPSA	vdw_vol	Weight
666	CHEMBL3685048	10.02	0.094868	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4C[C@@H]4F)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4F)F	CHEMBL3685048	4	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1C[C@@H]1F	CNC(=O)C1C[C@@H]1F	0	1	1	8	-0.31200001	1	1	29.1	118.21375	117.123
667	CHEMBL3685072	10.0	0.1	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)NC)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)NC)F	CHEMBL3685072	2	Tyrosine-protein kinase ABL	P00519	23	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)NC	CNC(=O)NC	0	1	2	6	-0.81300002	0	0	41.130001	95.462837	88.110001
668	CHEMBL3689700	9.94	0.116	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4)F	CHEMBL3689700	2	Tyrosine-protein kinase ABL	P00519	24	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1CC1	CNC(=O)C1CC1	0	1	1	7	-0.106	1	1	29.1	112.12065	99.132996
669	CHEMBL3685099	9.7	0.2	CCNC(=O)Nc1cc2ccc(cc2cn1)c3cc(ccc3C)F	CCNC(=O)Nc1cc2ccc(cc2cn1)c3cc(ccc3C)F	CHEMBL3685099	2	Tyrosine-protein kinase ABL	P00519	24	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)NCC	CNC(=O)NCC	0	1	2	7	-0.472	1	0	41.130001	113.99031	102.137
670	CHEMBL3685110	9.7	0.2	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)NCCOC)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)NCCOC)F	CHEMBL3685110	2	Tyrosine-protein kinase ABL	P00519	26	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)NCCOC	CNC(=O)NCCOC	0	2	2	9	-0.89499998	3	0	50.360001	143.17917	132.16299
671	CHEMBL3685124	9.7	0.2	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)NC4COC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)NC4COC4)F	CHEMBL3685124	2	Tyrosine-protein kinase ABL	P00519	26	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)NC1COC1	CNC(=O)NC1COC1	0	2	2	9	-1.126	1	1	50.360001	135.1848	130.147
672	CHEMBL3685044	9.52	0.3	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)COC)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)COC)F	CHEMBL3685044	2	Tyrosine-protein kinase ABL	P00519	24	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)COC	CNC(=O)COC	0	2	1	7	-0.66500002	2	0	38.330002	112.24895	103.12099
673	CHEMBL3685010	9.4	0.4	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4(F)F)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CC4(F)F)F	CHEMBL3685010	2	Tyrosine-protein kinase ABL	P00519	26	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1CC1(F)F	CNC(=O)C1CC1(F)F	0	1	1	9	0.46992001	1	1	29.1	124.30685	135.11299
674	CHEMBL3685057	9.3	0.5	CCC(=O)Nc1cc2ccc(cc2cn1)c3cc(ccc3C)F	CCC(=O)Nc1cc2ccc(cc2cn1)c3cc(ccc3C)F	CHEMBL3685057	2	Tyrosine-protein kinase ABL	P00519	23	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)CC	CNC(=O)CC	0	1	1	6	0.017999999	1	0	29.1	101.58755	87.122002
675	CHEMBL3685119	9.22	0.6	Cc1ccc(cc1c2ccc3cc(ncc3c2)Nc4cc(ccn4)CO)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)Nc4cc(ccn4)CO)F	CHEMBL3685119	2	Tyrosine-protein kinase ABL	P00519	27	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]Nc1cc(CO)ccn1	CNc1cc(CO)ccn1	1	2	2	10	0.241	2	1	45.150002	161.57835	138.17
676	CHEMBL3685118	9.05	0.9	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)CC4CC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)CC4CC4)F	CHEMBL3685118	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)CC1CC1	CNC(=O)CC1CC1	0	1	1	8	0.324	2	1	29.1	130.64813	113.16
677	CHEMBL3685002	9.0	1.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCC4)F	CHEMBL3685002	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1CCC1	CNC(=O)C1CCC1	0	1	1	8	0.336	1	1	29.1	130.64813	113.16
678	CHEMBL3685050	9.0	1.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)CN(C)C)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)CN(C)C)F	CHEMBL3685050	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)CN(C)C	CNC(=O)CN(C)C	0	2	1	8	-0.70599997	2	0	32.34	135.06708	116.164
679	CHEMBL3685069	9.0	1.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C(F)F)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C(F)F)F	CHEMBL3685069	2	Tyrosine-protein kinase ABL	P00519	24	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C(F)F	CNC(=O)C(F)F	0	1	1	7	-0.16808	0	0	29.1	95.246277	109.075
680	CHEMBL3685123	9.0	1.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)NC(C)C)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)NC(C)C)F	CHEMBL3685123	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)NC(C)C	CNC(=O)NC(C)C	0	1	2	8	-0.0099999998	1	0	41.130001	132.51779	116.164
681	CHEMBL3685043	8.7	2.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C(C)(C)C)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C(C)(C)C)F	CHEMBL3685043	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C(C)(C)C	CNC(=O)C(C)(C)C	0	1	1	8	0.74400002	0	0	29.1	138.6425	115.17599
682	CHEMBL3685111	8.7	2.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCNCC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCNCC4)F	CHEMBL3685111	2	Tyrosine-protein kinase ABL	P00519	27	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1CCNCC1	CNC(=O)C1CCNCC1	0	2	2	10	-0.49700001	1	1	41.130001	161.57835	142.202
683	CHEMBL3685030	8.52	3.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCOCC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCOCC4)F	CHEMBL3685030	2	Tyrosine-protein kinase ABL	P00519	27	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1CCOCC1	CNC(=O)C1CCOCC1	0	2	1	10	-0.18799999	1	1	38.330002	159.83699	143.186
684	CHEMBL3685042	8.52	3.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)CC(F)(F)F)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)CC(F)(F)F)F	CHEMBL3685042	2	Tyrosine-protein kinase ABL	P00519	26	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)CC(F)(F)F	CNC(=O)CC(F)(F)F	0	1	1	9	0.26776001	1	0	29.1	119.86684	141.092
685	CHEMBL3685079	8.52	3.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)N(C)C)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)N(C)C)F	CHEMBL3685079	2	Tyrosine-protein kinase ABL	P00519	24	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)N(C)C	CNC(=O)N(C)C	0	1	1	7	-0.616	0	0	32.34	116.5396	102.137
686	CHEMBL3685112	8.52	3.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCN(C4)C)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCN(C4)C)F	CHEMBL3685112	2	Tyrosine-protein kinase ABL	P00519	27	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1CCN(C)C1	CNC(=O)C1CCN(C)C1	0	2	1	10	-0.671	1	1	32.34	164.12764	142.202
687	CHEMBL3685128	8.4	4.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)Nc4cccc(n4)OC)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)Nc4cccc(n4)OC)F	CHEMBL3685128	2	Tyrosine-protein kinase ABL	P00519	27	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]Nc1cccc(OC)n1	CNc1cccc(OC)n1	1	1	1	10	1.087	2	1	34.150002	165.15923	138.17
688	CHEMBL3685142	8.3	5.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)OC(C)C)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)OC(C)C)F	CHEMBL3685142	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)OC(C)C	CNC(=O)OC(C)C	0	1	1	8	0.63200003	1	0	38.330002	130.77641	117.14799
689	CHEMBL3685032	8.15	7.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)c4ccncc4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)c4ccncc4)F	CHEMBL3685032	2	Tyrosine-protein kinase ABL	P00519	27	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)c1ccncc1	CNC(=O)c1ccncc1	1	2	1	10	-0.027000001	1	1	41.990002	161.57835	136.15399
690	CHEMBL3685058	8.05	9.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C(C)C)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C(C)C)F	CHEMBL3685058	2	Tyrosine-protein kinase ABL	P00519	24	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C(C)C	CNC(=O)C(C)C	0	1	1	7	0.38800001	1	0	29.1	120.11503	101.14899
691	CHEMBL3685003	7.92	12.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCCC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCCC4)F	CHEMBL3685003	2	Tyrosine-protein kinase ABL	P00519	26	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1CCCC1	CNC(=O)C1CCCC1	0	1	1	9	0.778	1	1	29.1	149.1756	127.187
692	CHEMBL3685007	7.82	15.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4(CC4)F)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4(CC4)F)F	CHEMBL3685007	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1(F)CC1	CNC(=O)C1(F)CC1	0	1	1	8	0.25099999	1	1	29.1	118.21375	117.123
693	CHEMBL3685125	7.68	21.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)Nc4cccc(=O)[nH]4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)Nc4cccc(=O)[nH]4)F	CHEMBL3685125	2	Tyrosine-protein kinase ABL	P00519	26	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]Nc1cccc(=O)[nH]1	CNc1cccc(=O)[nH]1	0	2	3	9	0.278	1	1	41.130001	143.05089	124.143
694	CHEMBL3685070	7.57	27.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NS(=O)(=O)C)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NS(=O)(=O)C)F	CHEMBL3685070	2	Tyrosine-protein kinase ABL	P00519	23	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NS(C)(=O)=O	CNS(C)(=O)=O	0	2	1	6	-0.653	1	0	46.169998	96.103889	109.149
695	CHEMBL3685065	7.48	33.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C(F)(F)F)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C(F)(F)F)F	CHEMBL3685065	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C(F)(F)F	CNC(=O)C(F)(F)F	0	1	1	8	0.17975999	0	0	29.1	101.33937	127.06499
696	CHEMBL3685004	7.41	39.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCCCC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4CCCCC4)F	CHEMBL3685004	2	Tyrosine-protein kinase ABL	P00519	27	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1CCCCC1	CNC(=O)C1CCCCC1	0	1	1	10	1.22	1	1	29.1	167.70308	141.214
697	CHEMBL3685005	7.39	41.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)c4ccccc4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)c4ccccc4)F	CHEMBL3685005	2	Tyrosine-protein kinase ABL	P00519	27	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)c1ccccc1	CNC(=O)c1ccccc1	1	1	1	10	1.205	1	1	29.1	167.70308	135.166
698	CHEMBL3685071	7.38	42.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NS(=O)(=O)C4CC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NS(=O)(=O)C4CC4)F	CHEMBL3685071	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NS(=O)(=O)C1CC1	CNS(=O)(=O)C1CC1	0	2	1	8	-5.5511151e-17	2	1	46.169998	125.16446	135.187
699	CHEMBL3685086	7.38	42.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4(CC4)O)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(=O)C4(CC4)O)F	CHEMBL3685086	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(=O)C1(O)CC1	CNC(=O)C1(O)CC1	0	2	2	8	-0.55800003	1	1	49.330002	119.20118	115.132
700	CHEMBL3685090	7.38	42.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(C)C(F)(F)F)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NC(C)C(F)(F)F)F	CHEMBL3685090	2	Tyrosine-protein kinase ABL	P00519	25	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NC(C)C(F)(F)F	CNC(C)C(F)(F)F	0	1	1	8	1.12376	1	0	12.03	112.78632	127.10899
701	CHEMBL3685091	7.38	42.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)NCC4CC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)NCC4CC4)F	CHEMBL3685091	2	Tyrosine-protein kinase ABL	P00519	23	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]NCC1CC1	CNCC1CC1	0	1	1	6	0.71799999	2	1	12.03	105.04012	85.150002
702	CHEMBL3689595	7.38	42.0	Cc1ccc(cc1c2ccc3cc(ncc3c2)C(=O)NC4CC4)F	Cc1ccc(cc1c2ccc3cc(ncc3c2)C(=O)NC4CC4)F	CHEMBL3689595	2	Tyrosine-protein kinase ABL	P00519	24	Cc1ccc(F)cc1-c1ccc2cc([*:1])ncc2c1	[1*]C(=O)NC1CC1	CC(=O)NC1CC1	0	1	1	7	0.19599999	1	1	29.1	112.12065	99.132996
