	chembl-id	pot.(log,Ki)	pot.(nMol,Ki)	aromatic_smiles	non_stereo_aromatic_smieles	all-chembl-ids	no.-meas.	pref_name	accession	natoms	core	sub	sub_carbon_replacement	arorings	a_acc	a_don	a_heavy	logP(o/w)	RBC	rings	TPSA	vdw_vol	Weight
0	CHEMBL456064	10.7	0.02	CN(C)CCC1(CC1)c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5ccc(cc5)OC)C3=O	CN(C)CCC1(CC1)c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5ccc(cc5)OC)C3=O	CHEMBL456064	1	Coagulation factor X	P00742	36	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc([*:1])cc2)CC3)cc1	[1*]C1(CCN(C)C)CC1	CC1(CCN(C)C)CC1	0	1	0	9	1.827	3	1	3.24	163.17183	127.231
1	CHEMBL540198	10.7	0.02	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)CCN6CCCC6	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)CCN6CCCC6	CHEMBL540198	1	Coagulation factor X	P00742	38	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc([*:1])cc2)CC3)cc1	[1*]C1(CCN2CCCC2)CC1	CC1(CCN2CCCC2)CC1	0	1	0	11	2.359	3	2	3.24	192.23241	153.269
2	CHEMBL456498	10.68	0.021	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)C6=NCCN6	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)C6=NCCN6	CHEMBL456498	1	Coagulation factor X	P00742	36	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc([*:1])cc2)CC3)cc1	[1*]C1(C2=NCCN2)CC1	CC1(C2=NCCN2)CC1	0	1	1	9	0.28200001	1	2	24.389999	146.50345	124.187
3	CHEMBL461091	10.68	0.021	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)CN6CCCC6	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)CN6CCCC6	CHEMBL461091	2	Coagulation factor X	P00742	37	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc([*:1])cc2)CC3)cc1	[1*]C1(CN2CCCC2)CC1	CC1(CN2CCCC2)CC1	0	1	0	10	1.9170001	2	2	3.24	173.70493	139.242
4	CHEMBL471550	10.6	0.025	Cc1nccn1CC2(CC2)c3ccc(cc3)N4CCc5c(n(nc5C(F)(F)F)c6ccc(cc6)OC)C4=O	Cc1nccn1CC2(CC2)c3ccc(cc3)N4CCc5c(n(nc5C(F)(F)F)c6ccc(cc6)OC)C4=O	CHEMBL471550	2	Coagulation factor X	P00742	38	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc([*:1])cc2)CC3)cc1	[1*]C1(Cn2ccnc2C)CC1	CC1(Cn2ccnc2C)CC1	1	1	0	11	1.582	2	2	17.82	186.10768	150.22499
5	CHEMBL461297	10.46	0.035	CN(C)CC1(CC1)c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5ccc(cc5)OC)C3=O	CN(C)CC1(CC1)c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5ccc(cc5)OC)C3=O	CHEMBL461297	2	Coagulation factor X	P00742	35	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc([*:1])cc2)CC3)cc1	[1*]C1(CN(C)C)CC1	CC1(CN(C)C)CC1	0	1	0	8	1.385	2	1	3.24	144.64436	113.20399
6	CHEMBL508428	10.42	0.038	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)CN6CC[C@H](C6)O	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)CN6CCC(C6)O	CHEMBL508428	1	Coagulation factor X	P00742	38	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc([*:1])cc2)CC3)cc1	[1*]C1(CN2CC[C@@H](O)C2)CC1	CC1(CN2CC[C@@H](O)C2)CC1	0	2	1	11	0.90200001	2	2	23.469999	180.78545	155.241
7	CHEMBL518648	10.38	0.042	CC(C)NCC1(CC1)c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5ccc(cc5)OC)C3=O	CC(C)NCC1(CC1)c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5ccc(cc5)OC)C3=O	CHEMBL518648	1	Coagulation factor X	P00742	36	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc([*:1])cc2)CC3)cc1	[1*]C1(CNC(C)C)CC1	CC1(CNC(C)C)CC1	0	1	1	9	1.92	3	1	12.03	160.62254	127.231
8	CHEMBL513062	10.27	0.054	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)CNc6nccs6	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)CNc6nccs6	CHEMBL513062	1	Coagulation factor X	P00742	38	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc([*:1])cc2)CC3)cc1	[1*]C1(CNc2nccs2)CC1	CC1(CNc2nccs2)CC1	1	1	1	11	1.752	3	2	24.92	187.41382	168.26399
9	CHEMBL511486	10.26	0.055	CC(=O)N(C)CC1(CC1)c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5ccc(cc5)OC)C3=O	CC(=O)N(C)CC1(CC1)c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5ccc(cc5)OC)C3=O	CHEMBL511486	1	Coagulation factor X	P00742	37	COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc([*:1])cc2)CC3)cc1	[1*]C1(CN(C)C(C)=O)CC1	CC1(CN(C)C(C)=O)CC1	0	1	0	10	0.958	2	1	20.309999	170.25235	141.214
